"tag_id","ts_origin","ts","value_ts"
PowerBi.COU1RD001CU,2025-07-01 09:51:49.000,2025-07-01 11:51:49.000,"1276.916"
PowerBi.COU1-RCT-CU,2025-07-01 09:51:49.000,2025-07-01 11:51:49.000,"62.63397"
PowerBi.COU1RD001CU,2025-07-01 09:51:49.000,2025-07-01 11:51:49.000,"1276.916"
PowerBi.COU1-RCT-CU,2025-07-01 09:51:49.000,2025-07-01 11:51:49.000,"62.63397"
PowerBi.COU1CF001CU,2025-07-01 09:52:49.000,2025-07-01 11:52:49.000,"17.50829"
PowerBi.COU1-RCT-CU,2025-07-01 09:52:49.000,2025-07-01 11:52:49.000,"62.61119"
PowerBi.COU1CF001CU,2025-07-01 09:52:49.000,2025-07-01 11:52:49.000,"17.50829"
PowerBi.COU1-RCT-CU,2025-07-01 09:52:49.000,2025-07-01 11:52:49.000,"62.61119"
PowerBi.COU1-RCT-CU,2025-07-01 10:00:48.000,2025-07-01 12:00:48.000,"63.92828"
PowerBi.COU1-RCT-CU,2025-07-01 10:00:48.000,2025-07-01 12:00:48.000,"63.92828"
PowerBi.COU1CD2001CU,2025-07-01 10:00:49.000,2025-07-01 12:00:49.000,"0.3494765"
PowerBi.COU1CD2001CU,2025-07-01 10:00:49.000,2025-07-01 12:00:49.000,"0.3494765"
PowerBi.COU1RD001CU,2025-07-01 10:03:49.000,2025-07-01 12:03:49.000,"1249.964"
PowerBi.COU1-RCT-CU,2025-07-01 10:03:49.000,2025-07-01 12:03:49.000,"64.69514"
PowerBi.COU1RD001CU,2025-07-01 10:03:49.000,2025-07-01 12:03:49.000,"1249.964"
PowerBi.COU1-RCT-CU,2025-07-01 10:03:49.000,2025-07-01 12:03:49.000,"64.69514"
PowerBi.COU1CF001CU,2025-07-01 10:04:49.000,2025-07-01 12:04:49.000,"19.05611"
PowerBi.COU1-RCT-CU,2025-07-01 10:04:49.000,2025-07-01 12:04:49.000,"64.65737"
PowerBi.COU1CF001CU,2025-07-01 10:04:49.000,2025-07-01 12:04:49.000,"19.05611"
PowerBi.COU1-RCT-CU,2025-07-01 10:04:49.000,2025-07-01 12:04:49.000,"64.65737"
PowerBi.COU1CD2001CU,2025-07-01 10:14:48.000,2025-07-01 12:14:48.000,"0.3399095"
PowerBi.COU1CD2001CU,2025-07-01 10:14:48.000,2025-07-01 12:14:48.000,"0.3399095"
PowerBi.COU1-RCT-CU,2025-07-01 10:14:49.000,2025-07-01 12:14:49.000,"63.64405"
PowerBi.COU1-RCT-CU,2025-07-01 10:14:49.000,2025-07-01 12:14:49.000,"63.64405"
PowerBi.COU1RD001CU,2025-07-01 10:17:48.000,2025-07-01 12:17:48.000,"1284.832"
PowerBi.COU1-RCT-CU,2025-07-01 10:17:48.000,2025-07-01 12:17:48.000,"62.62298"
PowerBi.COU1RD001CU,2025-07-01 10:17:48.000,2025-07-01 12:17:48.000,"1284.832"
PowerBi.COU1-RCT-CU,2025-07-01 10:17:48.000,2025-07-01 12:17:48.000,"62.62298"
PowerBi.COU1CF001CU,2025-07-01 10:18:49.000,2025-07-01 12:18:49.000,"19.29475"
PowerBi.COU1-RCT-CU,2025-07-01 10:18:49.000,2025-07-01 12:18:49.000,"63.40721"
PowerBi.COU1CF001CU,2025-07-01 10:18:49.000,2025-07-01 12:18:49.000,"19.29475"
PowerBi.COU1-RCT-CU,2025-07-01 10:18:49.000,2025-07-01 12:18:49.000,"63.40721"
PowerBi.COU1-RCT-CU,2025-07-01 10:19:49.000,2025-07-01 12:19:49.000,"62.61773"
PowerBi.COU1-RCT-CU,2025-07-01 10:19:49.000,2025-07-01 12:19:49.000,"62.61773"
PowerBi.COU1CD2001CU,2025-07-01 10:27:49.000,2025-07-01 12:27:49.000,"0.3423598"
PowerBi.COU1-RCT-CU,2025-07-01 10:27:49.000,2025-07-01 12:27:49.000,"62.89008"
PowerBi.COU1CD2001CU,2025-07-01 10:27:49.000,2025-07-01 12:27:49.000,"0.3423598"
PowerBi.COU1-RCT-CU,2025-07-01 10:27:49.000,2025-07-01 12:27:49.000,"62.89008"
PowerBi.COU1CF001CU,2025-07-01 10:28:49.000,2025-07-01 12:28:49.000,"18.35674"
PowerBi.COU1-RCT-CU,2025-07-01 10:28:49.000,2025-07-01 12:28:49.000,"62.91162"
PowerBi.COU1CF001CU,2025-07-01 10:28:49.000,2025-07-01 12:28:49.000,"18.35674"
PowerBi.COU1-RCT-CU,2025-07-01 10:28:49.000,2025-07-01 12:28:49.000,"62.91162"
PowerBi.COU1RD001CU,2025-07-01 10:32:49.000,2025-07-01 12:32:49.000,"1193.887"
PowerBi.COU1-RCT-CU,2025-07-01 10:32:49.000,2025-07-01 12:32:49.000,"65.55406"
PowerBi.COU1RD001CU,2025-07-01 10:32:49.000,2025-07-01 12:32:49.000,"1193.887"
PowerBi.COU1-RCT-CU,2025-07-01 10:32:49.000,2025-07-01 12:32:49.000,"65.55406"
PowerBi.COU1CF001CU,2025-07-01 10:33:48.000,2025-07-01 12:33:48.000,"18.33551"
PowerBi.COU1-RCT-CU,2025-07-01 10:33:48.000,2025-07-01 12:33:48.000,"65.55456"
PowerBi.COU1CF001CU,2025-07-01 10:33:48.000,2025-07-01 12:33:48.000,"18.33551"
PowerBi.COU1-RCT-CU,2025-07-01 10:33:48.000,2025-07-01 12:33:48.000,"65.55456"
PowerBi.COU1CD2001CU,2025-07-01 10:42:49.000,2025-07-01 12:42:49.000,"0.3355445"
PowerBi.COU1-RCT-CU,2025-07-01 10:42:49.000,2025-07-01 12:42:49.000,"64.84161"
PowerBi.COU1CD2001CU,2025-07-01 10:42:49.000,2025-07-01 12:42:49.000,"0.3355445"
PowerBi.COU1-RCT-CU,2025-07-01 10:42:49.000,2025-07-01 12:42:49.000,"64.84161"
PowerBi.COU1RD001CU,2025-07-01 10:45:49.000,2025-07-01 12:45:49.000,"1278.354"
PowerBi.COU1-RCT-CU,2025-07-01 10:45:49.000,2025-07-01 12:45:49.000,"62.3367"
PowerBi.COU1RD001CU,2025-07-01 10:45:49.000,2025-07-01 12:45:49.000,"1278.354"
PowerBi.COU1-RCT-CU,2025-07-01 10:45:49.000,2025-07-01 12:45:49.000,"62.3367"
PowerBi.COU1CF001CU,2025-07-01 10:46:49.000,2025-07-01 12:46:49.000,"20.04655"
PowerBi.COU1-RCT-CU,2025-07-01 10:46:49.000,2025-07-01 12:46:49.000,"62.29937"
PowerBi.COU1CF001CU,2025-07-01 10:46:49.000,2025-07-01 12:46:49.000,"20.04655"
PowerBi.COU1-RCT-CU,2025-07-01 10:46:49.000,2025-07-01 12:46:49.000,"62.29937"
PowerBi.COU1CD2001CU,2025-07-01 10:55:49.000,2025-07-01 12:55:49.000,"0.3556606"
PowerBi.COU1-RCT-CU,2025-07-01 10:55:49.000,2025-07-01 12:55:49.000,"64.46801"
